id,sku,brand,name,colorway,gender,silhouette,releaseYear,releaseDate,retailPrice,estimatedMarketValue,story,image,stockXLink,goatLink,flightClubLink,stadiumGoodsLink
816a8abc-2fe9-4bc6-85b2-e453f5039056,DA8482-200,Nike,Nike Air Force 1 Low 07 LX Turtle,Medium Olive/Coriander-Cargo Khaki,men,Air Force 1,2021,2021-09-21,110,142,"The Nike Air Force 1 ‘07 LX ‘Turtle’ celebrates enduring style and the power of longevity. A muted olive green hue is applied to the tumbled leather upper, accented with a bronze suede Swoosh and an embroidered turtle graphic on the heel — a nod to the Japanese proverb ‘Tsuru wa sennen, kame wa mannen,’ or ‘Cranes live 1,000 years, tortoises 10,000 years.’ The sneaker sits atop an off-white rubber midsole, enhanced with encapsulated Air-sole cushioning in the heel and supported by a durable pale green rubber outsole.",https://image.goat.com/attachments/product_template_pictures/images/060/049/525/original/812464_00.png.png,https://stockx.com/nike-air-force-1-low-turtle, https://goat.com/sneakers/air-force-1-low-turtle-da8482-200, https://flightclub.com/air-force-1-low-turtle-da8482-200,
8e7d4534-416f-4eca-81aa-d37f19a044d4,DH3718-101,Nike,Wmns Dunk High Up 'Iron Purple',Sail/Iron Purple/College Grey,women,Dunk,2021,2021-09-21,120,122,"The Nike women’s Dunk High Up ‘Iron Purple’ updates the vintage hoops shoe with a reconstructed build and revised tooling. The leather upper combines a cream-colored base with College Grey overlays and a soft violet Swoosh. The pastel hue is repeated on added overlays at the forefoot and heel, while a silver embroidered mini-Swoosh decorates the lateral quarter panel. An exaggerated double-stacked midsole is supported by a cored-out foam outsole, ringed by durable grey rubber along the perimeter.",https://image.goat.com/attachments/product_template_pictures/images/059/305/104/original/DH3718_101.png.png,,https://goat.com/sneakers/wmns-dunk-high-up-rebel-iron-purple-dh3718-101, https://flightclub.com/wmns-dunk-high-up-rebel-iron-purple-dh3718-101,
e0612ac2-9764-4fc4-a17a-7a551b803577,DJ3056-004,Nike,Nike Space Hippie 01 Electric Green,Vast Grey/Black-White-Electric Green,men,Space Hippie 01,2021,2021-09-21,130,108,"The Nike Space Hippie 01 ‘Electric Green’ adds fluorescent accents to a lifestyle sneaker composed of at least 50% recycled materials. The sock-like FlyKnit upper is made with Space Waste Yarn — 100% recycled material that includes plastic water bottles, T-shirts and yarn scraps. In lieu of a traditional eyestay, laces are integrated into neon green cords stitched directly onto the upper. Matching green yarns are woven into the side panels to form the signature Swoosh. Lightweight cushioning arrives via a Crater Foam midsole, featuring a blend of Nike Grind and standard foams compounds.",https://image.goat.com/attachments/product_template_pictures/images/058/470/355/original/DJ3056_004.png.png,https://stockx.com/nike-space-hippie-01-electric-green, https://goat.com/sneakers/space-hippie-01-electric-green-dj3056-004, https://flightclub.com/space-hippie-01-electric-green-dj3056-004,
fc5a3bb9-d519-4ba3-8539-e7426d46e17d,195634-05,Puma,Court Rider 'Bluemazing',Bluemazing/Eggshell Blue,men,Court Rider,2021,2021-09-21,100,100,"The PUMA Court Rider ‘Bluemazing’ highlights aqueous hues on a performance hoops shoe built for on-court responsiveness. A marine blue finish is executed on a textile upper with translucent aqua-colored overlays, a breathable mesh tongue, and a white TPU Formstrip. A contrasting pop of bright red distinguishes PUMA’s jumping cat logo on the heel overlay. The sneaker is mounted on a responsive Rider Foam midsole, reinforced by a contoured high-abrasion rubber outsole.",https://image.goat.com/attachments/product_template_pictures/images/059/305/003/original/195634_05.png.png,,https://goat.com/sneakers/court-rider-bluemazing-195634-05, https://flightclub.com/court-rider-bluemazing-195634-05,
9e0e5189-b870-4aad-bc2c-5e9f4eba2437,GZ0717,adidas,adidas Yeezy Boost 700 MNVN Honey Flux,Honey Flux/Honey Flux/Honey Flux,men,Yeezy Boost 700,2021,2021-09-20,220,195,"The adidas Yeezy Boost 700 MNVN ‘Honey Flux’ showcases a seamless upper constructed from lightweight yellow polyester with lateral-side ‘700’ branding in reflective metallic silver. Contrasting black accents land on the padded tongue, no-tie elastic laces, and no-sew overlays with additional reflective detailing. A sculpted polyurethane midsole houses full-length, drop-in Boost cushioning. Underfoot, the rubber outsole features a herringbone traction pattern for superior grip.",https://image.goat.com/attachments/product_template_pictures/images/060/210/645/original/773886_00.png.png,https://stockx.com/adidas-yeezy-boost-700-mnvn-honey-flux, https://goat.com/sneakers/yeezy-boost-700-mnvn-honey-flux-yzy-700-mnvn-honey, https://flightclub.com/yeezy-boost-700-mnvn-honey-flux-yzy-700-mnvn-honey,
c4a621f9-0d85-4817-8f2d-66a9473c8947,H68998,adidas,Trae Young 1 'ICEE',Clear Pink/Clear Pink/Core White,men,Trae Young 1,2021,2021-09-19,140,159,"The adidas Trae Young 1 ‘ICEE’ represents one of the introductory colorways of the NBA star’s debut signature shoe. An official collaboration with the frozen beverage brand, the low-top carries a textile upper finished in cotton candy-inspired blend of pink and blue. Trae’s personal logo adorns the pull tab atop the tongue, while an ICEE graphic decorates the heel overlays. The streamlined build, modeled after the adidas N3XT L3V3L, features half-bootie construction with lace closure that’s limited to the midfoot. The pastel hues up top are countered by an off-white midsole that packs Boost cushioning in the heel and Lightstrike foam in the forefoot.",https://image.goat.com/attachments/product_template_pictures/images/056/195/473/original/H68998.png.png,,https://goat.com/sneakers/trae-young-1-icee-h68998, https://flightclub.com/trae-young-1-icee-h68998,
138dc011-94e8-49df-b4de-f0ada48fe2b6,DJ0417-101,Jordan,Jordan Series .02 Dear Deloris,Sail/Orange-Dark Grey,men,Jordan Series.02,2021,2021-09-18,80,80,"The Jordan Series.02 ‘Dear Deloris’ dresses the lifestyle model in a distinctive palette that recalls the Wilmington, North Carolina, household that MJ’s mother maintained while her son started his journey to global sports stardom. The low-top carries a soft suede upper finished in contrasting off-white and burnt orange hues. ‘Dear Deloris’ is inscribed on the Jumpman-branded tongue tag and across the lateral quarter panel, while a motherly encouragement to ‘Swing for the Fence’ is printed on the right sockliner. The sneaker rides on a vulcanized rubber midsole — a first for the Jordan Brand franchise.",https://image.goat.com/attachments/product_template_pictures/images/059/354/658/original/DJ0417_101.png.png,https://stockx.com/air-jordan-series-02-dear-deloris, https://goat.com/sneakers/jordan-series-02-dear-deloris-dj0417-101, https://flightclub.com/jordan-series-02-dear-deloris-dj0417-101,
1d0a7436-d528-4923-b61c-3faaabf96b4a,382962-01,Puma,Animal Crossing x Suede 'New Horizons',Whisper White/Whisper White/Light Sky,men,Suede,2021,2021-09-18,90,139,"Releasing as part of a comprehensive collection inspired by the video game series, the Animal Crossing x PUMA Suede ‘New Horizons’ updates the archival hoops shoe with refreshed branding elements and revised tooling. A light tan finish is executed on the hairy suede upper, accented with a triple-stacked leather Formstrip with an allover leaf print on the top layer. The leaf logo reappears on the heel tab, while a stitched leather tongue tag displays dual PUMA and Animal Crossing branding. A translucent rubber cupsole anchors the streamlined silhouette.",https://image.goat.com/attachments/product_template_pictures/images/060/056/262/original/382962_01.png.png,,https://goat.com/sneakers/animal-crossing-x-suede-new-horizons-382962-01, https://flightclub.com/animal-crossing-x-suede-new-horizons-382962-01,
568abb23-7c5f-45d2-9727-e64c867443cb,GX3606,adidas,adidas Yeezy 500 Clay Brown,Clay Brown/Clay Brown/Clay Brown,men,Yeezy 500,2021,2021-09-18,200,399,"The adidas Yeezy 500 ‘Brown Clay’ showcases complementary drab tones throughout the branding-free upper, which combines a ventilated open mesh base with soft suede overlays and a reinforced rubber mudguard. The subdued color palette extends to the sneaker’s high-rebound adiPRENE+ midsole, modeled after the retro ‘Feet You Wear’ technology used on Kobe Bryant’s adidas KB8 3 from 1999. Underfoot, durable rubber pods are designed to deliver optimal grip.",https://image.goat.com/attachments/product_template_pictures/images/060/056/454/original/GX3606.png.png,https://stockx.com/adidas-yeezy-500-clay-brown, https://goat.com/sneakers/yeezy-500-brown-clay-gx3606, https://flightclub.com/yeezy-500-brown-clay-gx3606,
76d98007-754d-4ca9-9907-3a708dc15acf,DJ3005-144,Jordan,Jordan 13 Retro White Obsidian Powder Blue (PS),White/Obsidian-Dark Powder Blue,preschool,Air Jordan 13,2021,2021-09-18,80,78,"Crafted for little kids, the Air Jordan 13 Retro PS ‘Obsidian’ combines OG-style color blocking with a familiar palette and traditional materials. They include a navy leather base, tonal suede paneling and large stitched leather overlays in a pristine shade of white. The 13’s signature holographic emblem graces the lateral collar, while a Jumpman icon is embroidered in powder blue atop the tongue. The latter hue is repeated on the panther paw outsole, equipped with herringbone-tread rubber pods for game-ready traction.",https://image.goat.com/attachments/product_template_pictures/images/060/352/669/original/DJ3005_144.png.png,https://stockx.com/air-jordan-13-retro-white-obsidian-powder-blue-ps, https://goat.com/sneakers/air-jordan-13-retro-ps-obsidian-dj3005-144, https://flightclub.com/air-jordan-13-retro-ps-obsidian-dj3005-144,
86c4a290-fde3-49b9-be5f-a70e69e9d858,382961-01,Puma,Animal Crossing x Wild Rider 'New Horizons',Light Sky/Whisper White,men,Wild Rider,2021,2021-09-18,110,150,"Taken from a capsule collection celebrating Nintendo’s popular video game series, the Animal Crossing x PUMA Wild Rider ‘New Horizons’ dresses the lifestyle runner in beige nylon covered in familiar screen-printed graphics. Forefoot and heel overlays are rendered in blue and green suede, the latter accented with Animal Crossing’s embroidered leaf logo on the lateral side. The trademark is repeated on a laser-cut wooden lace jewel. Lightweight cushioning comes courtesy of an injection-molded EVA midsole, supported underfoot by a grippy gum rubber outsole.",https://image.goat.com/attachments/product_template_pictures/images/060/056/260/original/382961_01.png.png,,https://goat.com/sneakers/animal-crossing-x-wild-rider-new-horizons-382961-01, https://flightclub.com/animal-crossing-x-wild-rider-new-horizons-382961-01,
9f995319-3345-4053-af08-39a1ed037c21,382963-01,Puma,Animal Crossing x Leadcat Sandal 'New Horizons',Eggshell Blue/Whisper White,men,Leadcat Slide,2021,2021-09-18,40,80,"Launching as part of a capsule collection inspired by the popular video game series, the Animal Crossing x PUMA Leadcat Sandal ‘New Horizons’ treats the classic slide to a material upgrade. Smooth tan suede is utilized on the wide bandage-strap upper, embellished with an allover leaf print and accented with a stitched leather PUMA tag. A pastel shade of eggshell blue is applied to a compression-molded EVA midsole that offers lightweight cushioning with every step. Dual PUMA and Animal Crossing branding adorns the contoured footbed.",https://image.goat.com/attachments/product_template_pictures/images/060/056/264/original/382963_01.png.png,,https://goat.com/sneakers/animal-crossing-x-leadcat-sandal-new-horizons-382963-01, https://flightclub.com/animal-crossing-x-leadcat-sandal-new-horizons-382963-01,
ab681dd0-b1a9-41b8-8267-89cbf12ba1e7,414571-144,Jordan,Jordan 13 Retro Obsidian Powder Blue White,White/Obsidian-Dark Powder Blue,men,Air Jordan 13,2021,2021-09-18,190,190,"The Air Jordan 13 Retro ‘Obsidian’ updates the vintage mid-top with a familiar color scheme, one that combines stitched tumbled white leather with contrasting navy blue paneling. A Jumpman icon in Dark Powder Blue is embroidered atop the tongue, while the 13’s holographic cat eye decorates the lateral ankle. Underfoot, the distinctive panther paw outsole features herringbone rubber traction pods and a carbon fiber shank plate for improved stability.",https://image.goat.com/attachments/product_template_pictures/images/060/559/278/original/673821_00.png.png,https://stockx.com/air-jordan-13-retro-white-obsidian-powder-blue, https://goat.com/sneakers/air-jordan-13-retro-unc-414571-144, https://flightclub.com/air-jordan-13-retro-unc-414571-144,
b602ad12-49e6-4ee0-8295-9c3197edbaf2,382960-01,Puma,Animal Crossing x Wmns Future Rider 'New Horizons',Bok Choy/White/Rosewater,women,Future Rider,2021,2021-09-18,90,157,"Dropping as part of a larger collection inspired by the Nintendo video game franchise, the Animal Crossing x PUMA women’s Future Rider ‘New Horizons’ treats the lifestyle runner to a pastel makeover. The upper combines a pink nylon base with pale yellow canvas paneling, a white leather Formstrip and green suede overlays at the forefoot and heel. The latter features Animal Crossing’s debossed leaf logo, a trademark that’s repeated on a stitched leather tag atop the exposed foam tongue. The sneaker is mounted on an injection-molded EVA midsole, accented with a TPU piece and reinforced with PUMA’s Federbein rubber outsole.",https://image.goat.com/attachments/product_template_pictures/images/060/056/259/original/382960_01.png.png,,https://goat.com/sneakers/animal-crossing-x-wmns-future-rider-new-horizons-382960-01, https://flightclub.com/animal-crossing-x-wmns-future-rider-new-horizons-382960-01,
d64e4808-8d1b-4437-bc77-8249b67a52c5,DJ1173-600,Nike,Nike Dunk Mid Social Status Free Lunch Strawberry Milk,Light Soft Pink/Shy Pink-Tan,men,Dunk,2021,2021-09-18,130,349,"Twinned with a ‘Chocolate Milk’ colorway, the Social Status x Nike Dunk Mid ‘Strawberry Milk’ completes the sneaker boutique’s ‘Free Lunch’ pack, inspired by federally funded free meal programs in public schools. Pink rope laces secure a mid-top featuring a tan nubuck base with forefoot and heel overlays in pink velvet and coral-colored leather, respectively. Unique branding hits include a pearlescent TPU Swoosh, a list of ‘ingredients’ on the medial heel, and red Tyvek tongue tags that display mismatched Nike and Social Status logos. The sneaker’s tooling comprises an off-white midsole and olive green rubber outsole.",https://image.goat.com/attachments/product_template_pictures/images/059/821/135/original/DJ1173_600.png.png,https://stockx.com/nike-dunk-mid-social-status-strawberry-milk, https://goat.com/sneakers/social-status-x-dunk-mid-strawberry-milk-dj1173-600, https://flightclub.com/social-status-x-dunk-mid-strawberry-milk-dj1173-600,
d9c8b4fe-1f16-4133-adba-10c90e7ea367,DJ3003-144,Jordan,Jordan 13 Retro White Obsidian Powder Blue (GS),White/Obsidian-Dark Powder Blue,child,Air Jordan 13,2021,2021-09-18,140,120,"Offered in grade school sizing, the Air Jordan 13 Retro GS ‘Obsidian’ dresses the classic silhouette in a familiar palette that calls to mind an OG colorway of the Air Jordan 12. Stitched white leather overlays dominate an upper built with a blend of navy leather along the forefoot and tonal suede paneling at the midfoot and heel. Branding elements include a powder blue Jumpman embroidered on the tongue and the 13’s holographic cat eye on the lateral collar. The feline theme continues on the panther paw outsole, featuring herringbone-traction rubber pods designed to grip the hardwood.",https://image.goat.com/attachments/product_template_pictures/images/060/777/388/original/819755_00.png.png,https://stockx.com/air-jordan-13-retro-white-obsidian-powder-blue-gs, https://goat.com/sneakers/air-jordan-13-retro-gs-obsidian-dj3003-144, https://flightclub.com/air-jordan-13-retro-gs-obsidian-dj3003-144,
f28822fb-628f-491c-b99f-e9bd12af4be9,DM3510-001,Nike,Nike SB Dunk Low OG QS Quartersnacks Zebra,Black/White-Black,men,Dunk SB,2021,2021-09-18,110,195,"The Quartersnacks x Nike Dunk Low SB &#39;Little Debbie’s Zebra Cakes&#39; represents one of multiple Dunk collaborations celebrating the 2021 Summer Olympics in Tokyo, where skateboarding makes its debut as an Olympic sport. Courtesy of the online magazine dedicated to skateboarding in New York City, the sneaker takes inspiration from Little Debbie Zebra Cakes, the snack of choice for skaters on the go. The leather upper features black-on-white zebra stripes on the toe box, quarter panel and collar. Solid black leather overlays wrap around the forefoot and heel, the latter featuring embroidered Quartersnacks branding on the lateral side.",https://image.goat.com/attachments/product_template_pictures/images/059/514/704/original/793049_00.png.png,https://stockx.com/nike-sb-dunk-low-quartersnacks-zebra, https://goat.com/sneakers/quartersnacks-x-dunk-low-sb-little-debbie-s-zebra-cakes-quartersnacks-dunk-sb, https://flightclub.com/quartersnacks-x-dunk-low-sb-little-debbie-s-zebra-cakes-quartersnacks-dunk-sb,
fd10ca63-43e9-4413-8c41-ca4463eab161,DJ3004-144,Jordan,Jordan 13 Retro White Obsidian Powder Blue (TD),White/Obsidian-Dark Powder Blue,toddler,Air Jordan 13,2021,2021-09-18,60,62,"The Air Jordan 13 Retro TD ‘Obsidian’ applies a familiar color palette to a condensed version of the classic silhouette originally released in 1997. The upper combines a navy leather base with tonal suede paneling and white leather overlays marked with circular stitch detailing. An embroidered Jumpman in powder blue decorates the tongue, while the 13’s holographic cat eye stands out on the lateral collar. Simplified tooling comes complete with rubber herringbone-traction pods underfoot.",https://image.goat.com/attachments/product_template_pictures/images/060/777/376/original/819757_00.png.png,https://stockx.com/air-jordan-13-retro-white-obsidian-powder-blue-td, https://goat.com/sneakers/air-jordan-13-retro-td-obsidian-dj3004-144, https://flightclub.com/air-jordan-13-retro-td-obsidian-dj3004-144,
24dec914-0bae-4b5d-b079-02f1ec770a92,919712-023,Jordan,Jordan 11 Retro Low IE Bred (2021),Black/White-True Red,men,Air Jordan 11,2021,2021-09-17,170,185,"The 2021 reissue of the Air Jordan 11 Retro Low IE ‘Bred’ brings back the Chicago-inspired low-top originally released in 1996. A monochrome black finish is executed on the upper, constructed from a combination of leather, nubuck and breathable mesh — the latter material expressly chosen by Tinker Hatfield to accommodate the shoe’s original summertime release. A crimson Jumpman is embroidered on the tongue, matching the sneaker’s collar lining. The tooling is unchanged from the mid-top edition, highlighted by a translucent rubber outsole and carbon fiber shank.",https://image.goat.com/attachments/product_template_pictures/images/060/559/174/original/714851_00.png.png,https://stockx.com/air-jordan-11-retro-low-ie-bred-2021, https://goat.com/sneakers/air-jordan-11-retro-low-ie-bred-2021-919712-023, https://flightclub.com/air-jordan-11-retro-low-ie-bred-2021-919712-023,
2e41eecc-fd4a-45bb-93b0-11566ca11a80,DM8130-001,Nike,Air Force 1 Low 'Do You',Black/Multi-Color,men,Air Force 1,2021,2021-09-17,100,100,"The Nike Air Force 1 Low ‘Do You’ adds candy-bright accents to an otherwise neutral colorway of the classic silhouette. Interlocking black and white laces secure a black leather upper with glossy patent leather construction on the heel overlay. The Swoosh is outlined in white embroidery, while contrasting pops of neon green land on the woven tongue tag and Nike-branded heel tab. On the sneaker’s lateral side, ‘Do You’ is inscribed on a small fuchsia-colored tag. The sneaker sits atop a solid white rubber cupsole with encapsulated Nike Air cushioning in the heel.",https://image.goat.com/attachments/product_template_pictures/images/059/821/136/original/DM8130_001.png.png,,https://goat.com/sneakers/air-force-1-low-do-you-dm8130-001, https://flightclub.com/air-force-1-low-do-you-dm8130-001,
5e0c3627-97ff-4d46-84e1-83670e47d25f,DD9404-700,Nike,Nike Dunk High 1985 Black Acid Wash,Lemon Drop/Black-Saturn Gold,men,Dunk,2021,2021-09-17,130,153,"The Nike Dunk High 1985 ‘Black Acid Wash’ stays true to its retro roots, featuring an OG shape and a unique color treatment that originated in the ‘80s. The leather upper features a pale yellow base with contrasting black overlays rendered in a unique acid wash finish. A solid black leather Swoosh cuts through the side panel, while a woven Nike tag adorns the lightly padded nylon tongue. A pre-yellowed midsole accentuates the shoe’s vintage aesthetic. Underfoot, a grey rubber outsole delivers grippy traction.",https://image.goat.com/attachments/product_template_pictures/images/059/463/863/original/808277_00.png.png,https://stockx.com/nike-dunk-high-1985-acid-wash-cream-black, https://goat.com/sneakers/dunk-high-1985-black-acid-wash-dd9404-700, https://flightclub.com/dunk-high-1985-black-acid-wash-dd9404-700,
